-0.167494,0.411028,0.021359,-0.146035,0.361873,0.018835,-0.139958,0.3657,-0.001345,-0.140767,0.365645,0.036381,-0.143026,0.40419,-0.025822,-0.121044,0.387342,-0.03962,-0.145003,0.401333,0.004767,-0.13379,0.377603,-0.009102,-0.112907,0.400494,-0.050059,-0.13576,0.399635,0.065753,-0.119672,0.387673,0.077085,-0.143902,0.400701,0.036468,-0.134883,0.377068,0.047297,-0.109223,0.404081,0.089479,-0.152267,0.390458,0.019759,-0.147181,0.387083,0.001216,-0.146955,0.385898,0.038531
-0.167553,0.411037,0.021306,-0.146096,0.361873,0.018787,-0.140021,0.365708,-0.001391,-0.140825,0.365649,0.036333,-0.143076,0.404195,-0.025874,-0.121103,0.387349,-0.039663,-0.14506,0.401336,0.004717,-0.133847,0.377608,-0.009154,-0.112961,0.400496,-0.050104,-0.135824,0.399636,0.065699,-0.119727,0.387669,0.07704,-0.143956,0.400708,0.03642,-0.134953,0.37707,0.047253,-0.109292,0.404077,0.089432,-0.152329,0.390462,0.019713,-0.147233,0.387086,0.001161,-0.147025,0.385908,0.038479
-0.167595,0.411038,0.021254,-0.146135,0.361876,0.018739,-0.140073,0.36572,-0.001437,-0.140891,0.365653,0.036282,-0.143128,0.404205,-0.025922,-0.121153,0.387359,-0.039706,-0.145126,0.40134,0.004673,-0.133887,0.377621,-0.009199,-0.113028,0.400505,-0.050152,-0.135878,0.399646,0.06565,-0.11935,0.387919,0.07674,-0.144012,0.400708,0.036374,-0.135011,0.377072,0.047204,-0.10934,0.40408,0.08938,-0.152373,0.390467,0.019665,-0.147287,0.387092,0.001117,-0.147064,0.385916,0.038426
-0.16764,0.41104,0.0212,-0.146176,0.361886,0.018685,-0.140117,0.365728,-0.00149,-0.140935,0.365656,0.036232,-0.143164,0.404206,-0.025982,-0.121199,0.38737,-0.03976,-0.145154,0.401342,0.004618,-0.133913,0.377632,-0.009247,-0.113079,0.40051,-0.050201,-0.135944,0.399651,0.0656,-0.11941,0.387914,0.076696,-0.144049,0.400706,0.036322,-0.135055,0.377075,0.047159,-0.109383,0.404078,0.089331,-0.15241,0.390468,0.019615,-0.14733,0.387091,0.001069,-0.147104,0.385916,0.038375
-0.16768,0.411034,0.021154,-0.146216,0.361885,0.018634,-0.140135,0.365736,-0.001538,-0.140962,0.365656,0.036183,-0.143206,0.404208,-0.026033,-0.121234,0.387377,-0.039813,-0.145185,0.401342,0.004564,-0.133942,0.377636,-0.009293,-0.113107,0.400517,-0.05025,-0.135983,0.399642,0.06555,-0.119432,0.387923,0.07664,-0.144089,0.400705,0.036277,-0.13509,0.377073,0.047116,-0.109415,0.404077,0.089289,-0.152409,0.390466,0.019561,-0.147353,0.38709,0.00102,-0.147126,0.385915,0.038328
-0.167696,0.411034,0.021107,-0.14624,0.361885,0.018583,-0.140145,0.365737,-0.001584,-0.140979,0.365655,0.036133,-0.143224,0.404209,-0.026085,-0.121246,0.387384,-0.039861,-0.145208,0.401342,0.004511,-0.133941,0.377637,-0.009339,-0.11312,0.400522,-0.050292,-0.136031,0.399642,0.065502,-0.119473,0.387916,0.0766,-0.14411,0.400704,0.036224,-0.135094,0.377074,0.047074,-0.10945,0.40408,0.089249,-0.152447,0.390465,0.019515,-0.147368,0.387091,0.000974,-0.147136,0.385913,0.038282
-0.167729,0.41103,0.021058,-0.14626,0.361884,0.018551,-0.140174,0.365737,-0.001622,-0.140996,0.365653,0.036097,-0.143231,0.404205,-0.026125,-0.121252,0.387383,-0.039899,-0.145227,0.401343,0.004468,-0.133971,0.37764,-0.009376,-0.113125,0.400533,-0.050329,-0.136064,0.399637,0.065462,-0.119489,0.387918,0.076559,-0.144143,0.400702,0.036181,-0.135131,0.37707,0.047042,-0.109479,0.404081,0.08922,-0.152461,0.39046,0.019475,-0.147401,0.387089,0.000935,-0.147143,0.38591,0.038245
-0.167743,0.411022,0.021016,-0.146267,0.361884,0.018506,-0.140166,0.365738,-0.001665,-0.141004,0.365653,0.036059,-0.143236,0.404202,-0.026165,-0.121256,0.387384,-0.03993,-0.145232,0.401344,0.00443,-0.13397,0.377637,-0.009418,-0.113118,0.400531,-0.050361,-0.136086,0.399632,0.065421,-0.119517,0.38792,0.076524,-0.144168,0.400699,0.036144,-0.135143,0.377068,0.047004,-0.109522,0.404081,0.089188,-0.15248,0.390454,0.019433,-0.147406,0.387088,0.000893,-0.147164,0.385899,0.038206
-0.167751,0.411014,0.020974,-0.14627,0.361882,0.018473,-0.140171,0.365737,-0.001692,-0.141024,0.365654,0.036025,-0.143238,0.404204,-0.026199,-0.121242,0.387384,-0.039962,-0.145239,0.40135,0.004395,-0.133974,0.377637,-0.009447,-0.113105,0.400543,-0.050397,-0.136086,0.39964,0.065384,-0.11953,0.387921,0.076496,-0.144183,0.400699,0.036113,-0.135149,0.377066,0.046972,-0.109538,0.40409,0.08916,-0.152482,0.390458,0.019394,-0.147418,0.387087,0.000859,-0.147175,0.385901,0.03817
-0.167762,0.41101,0.020936,-0.146284,0.361884,0.018439,-0.140171,0.365733,-0.001725,-0.141031,0.365654,0.03599,-0.143241,0.404203,-0.026229,-0.121243,0.387393,-0.039992,-0.14526,0.401347,0.004358,-0.133989,0.377642,-0.009478,-0.113115,0.400544,-0.050423,-0.136106,0.399634,0.06535,-0.119556,0.387926,0.076473,-0.144195,0.400701,0.036075,-0.135165,0.377072,0.046939,-0.109558,0.404093,0.089131,-0.152509,0.390454,0.019362,-0.147431,0.387089,0.000826,-0.147182,0.3859,0.038133
