-0.012703,0.282581,0.208708,0.024523,0.294182,0.262694,-0.005632,0.281268,0.223053,0.036832,0.308366,0.273502,0.002871,0.289018,0.235616,-0.004612,0.315337,0.224342,0.009096,0.313447,0.258704,-0.01,0.298376,0.227431,-0.026877,0.330981,0.20813,0.012848,0.293204,0.149513,-0.005575,0.282554,0.188582,0.024952,0.306403,0.135791,-0.002045,0.289952,0.178851,-0.008001,0.313698,0.191845,-0.000006,0.312891,0.154233,-0.010143,0.296214,0.186871,-0.016903,0.300732,0.208743
-0.012653,0.28258,0.208693,0.024572,0.294182,0.262672,-0.005581,0.281259,0.223038,0.036891,0.308375,0.273483,0.002894,0.289013,0.235596,-0.004582,0.315337,0.224321,0.009136,0.313448,0.258679,-0.009948,0.298375,0.227414,-0.026839,0.330973,0.208108,0.012905,0.293201,0.149495,-0.005548,0.282552,0.188564,0.024966,0.306399,0.13577,-0.001995,0.289947,0.178836,-0.007954,0.313694,0.191829,0.000046,0.312888,0.154212,-0.010091,0.296207,0.186856,-0.016858,0.300736,0.208725
-0.012622,0.282566,0.208674,0.024595,0.294181,0.262657,-0.005562,0.281257,0.223022,0.036894,0.308375,0.273468,0.002923,0.289012,0.235583,-0.004548,0.31534,0.224307,0.00918,0.31345,0.258661,-0.009924,0.298379,0.227398,-0.026822,0.330972,0.208087,0.012937,0.293199,0.149484,-0.005525,0.282547,0.188553,0.025014,0.306401,0.135763,-0.001995,0.289945,0.1788,-0.007941,0.31369,0.191817,0.000076,0.312884,0.154198,-0.010073,0.296205,0.186836,-0.016835,0.300735,0.208708
-0.012589,0.282563,0.208655,0.024651,0.294192,0.262634,-0.005528,0.281261,0.222999,0.036946,0.308385,0.27345,0.002961,0.289021,0.235565,-0.004518,0.315343,0.224283,0.009209,0.31346,0.25864,-0.009904,0.298385,0.22738,-0.026771,0.330977,0.208068,0.012996,0.293199,0.149471,-0.005487,0.28255,0.188538,0.025007,0.306395,0.135737,-0.001952,0.289936,0.178789,-0.007907,0.313695,0.191798,0.000125,0.312877,0.154179,-0.010039,0.296203,0.186818,-0.016811,0.300739,0.208688
-0.012553,0.282581,0.208649,0.024685,0.294208,0.262623,-0.005498,0.281274,0.222992,0.036983,0.308403,0.273444,0.002989,0.28903,0.235559,-0.004499,0.31536,0.224276,0.009256,0.313472,0.25863,-0.009865,0.298401,0.227375,-0.026742,0.330992,0.208062,0.013022,0.293209,0.149472,-0.005464,0.282558,0.188528,0.025041,0.306396,0.135733,-0.001928,0.289943,0.178786,-0.007882,0.313701,0.19179,0.000159,0.312886,0.15417,-0.01002,0.296211,0.186814,-0.016782,0.300747,0.208681
-0.012537,0.282585,0.208641,0.024727,0.294227,0.262607,-0.005461,0.281288,0.222985,0.037013,0.308421,0.273422,0.003009,0.289046,0.23555,-0.004463,0.315375,0.224267,0.009287,0.313489,0.258614,-0.009837,0.298419,0.227364,-0.026724,0.331003,0.208044,0.013061,0.293212,0.149465,-0.005442,0.282562,0.188522,0.025095,0.306393,0.135723,-0.00191,0.28995,0.178774,-0.007847,0.313715,0.191779,0.000192,0.31289,0.154157,-0.009994,0.296216,0.186802,-0.016758,0.300761,0.208673
-0.012499,0.282598,0.20864,0.024748,0.294254,0.262604,-0.005433,0.28131,0.222988,0.037027,0.308438,0.273416,0.003035,0.289065,0.235546,-0.004432,0.315399,0.224261,0.009313,0.313506,0.258608,-0.009816,0.298444,0.22736,-0.026685,0.331021,0.20804,0.013079,0.293222,0.149462,-0.005418,0.282576,0.188522,0.025126,0.306401,0.135709,-0.001898,0.289955,0.178773,-0.007825,0.313728,0.191771,0.000213,0.3129,0.154156,-0.009976,0.296228,0.1868,-0.016724,0.300781,0.208669
-0.012469,0.282611,0.208637,0.02479,0.294273,0.262597,-0.005397,0.281323,0.222984,0.037101,0.308463,0.273391,0.003071,0.289086,0.235539,-0.004407,0.315416,0.224247,0.009346,0.313524,0.258593,-0.009787,0.298467,0.227359,-0.026655,0.331046,0.208022,0.013114,0.293235,0.149461,-0.005388,0.282588,0.188518,0.025127,0.306403,0.135698,-0.001873,0.28997,0.178766,-0.007796,0.313741,0.191759,0.000241,0.312911,0.154149,-0.009969,0.296237,0.186786,-0.016711,0.300798,0.208666
-0.012453,0.28263,0.208633,0.024805,0.294301,0.262592,-0.005387,0.281351,0.222979,0.037536,0.308586,0.273287,0.003089,0.289109,0.23554,-0.004383,0.315448,0.224246,0.009373,0.313549,0.258586,-0.009765,0.298496,0.227355,-0.026643,0.331066,0.208017,0.013118,0.293248,0.149456,-0.005359,0.282608,0.188516,0.025174,0.306413,0.135694,-0.001864,0.289986,0.178767,-0.00778,0.313764,0.191755,0.000261,0.312928,0.154144,-0.009934,0.296259,0.186789,-0.016696,0.300828,0.208661
-0.012421,0.282657,0.20862,0.02484,0.294327,0.262581,-0.005356,0.281375,0.222974,0.037624,0.308616,0.273263,0.003114,0.289133,0.235532,-0.004357,0.315473,0.224237,0.009398,0.313579,0.258572,-0.009735,0.298523,0.227353,-0.026613,0.331097,0.208005,0.01315,0.293267,0.149448,-0.005331,0.282628,0.188511,0.025189,0.30642,0.135682,-0.001849,0.290001,0.178754,-0.007753,0.31379,0.191741,0.000287,0.312941,0.154138,-0.009917,0.296281,0.18678,-0.016667,0.300855,0.208655
